updateTime,吉林,青海,四川,辽宁,台湾,甘肃,江苏,北京,湖南,重庆,宁夏,黑龙江,安徽,香港,贵州,天津,福建,浙江,河北,山西,云南,广西,河南,内蒙古,新疆,江西,澳门,上海,广东,陕西,海南,西藏,山东,湖北
2020-01-22,0.0,0,5.0,2.0,1.0,0,0,10.0,4.0,6.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,10.0,1.0,1.0,1.0,2.0,5.0,0,0,2.0,1.0,9.0,26.0,0,4.0,0,2.0,444.0
2020-01-23,1.0,0,8.0,3.0,1.0,2.0,5.0,22.0,9.0,9.0,1.0,2.0,9.0,2.0,3.0,4.0,5.0,27.0,1.0,1.0,1.0,5.0,5.0,0.0,2.0,3.0,2.0,16.0,32.0,3.0,5.0,0,6.0,444.0
2020-01-24,3.0,0.0,15.0,4.0,1.0,2.0,9.0,36.0,24.0,27.0,2.0,4.0,15.0,2.0,3.0,8.0,10.0,43.0,2.0,1.0,5.0,13.0,9.0,2.0,2.0,7.0,2.0,20.0,53.0,5.0,8.0,0,15.0,549.0
2020-01-25,4.0,1.0,28.0,16.0,3.0,4.0,18.0,41.0,43.0,57.0,3.0,9.0,39.0,5.0,4.0,10.0,18.0,62.0,8.0,6.0,11.0,23.0,32.0,7.0,3.0,18.0,2.0,33.0,78.0,15.0,19.0,0,27.0,730.0
2020-01-26,4.0,1.0,44.0,21.0,4.0,7.0,33.0,68.0,69.0,75.0,4.0,15.0,60.0,5.0,5.0,14.0,35.0,104.0,13.0,9.0,16.0,36.0,83.0,7.0,4.0,36.0,5.0,40.0,111.0,22.0,22.0,0,46.0,1058.0
2020-01-27,6.0,6.0,69.0,27.0,5.0,14.0,47.0,80.0,100.0,110.0,7.0,21.0,70.0,8.0,7.0,22.0,59.0,128.0,18.0,13.0,26.0,46.0,128.0,11.0,5.0,48.0,6.0,53.0,151.0,35.0,33.0,0,75.0,1423.0
2020-01-28,8.0,6.0,90.0,34.0,8.0,19.0,70.0,91.0,143.0,132.0,11.0,30.0,106.0,8.0,9.0,24.0,80.0,173.0,33.0,20.0,44.0,51.0,168.0,15.0,10.0,72.0,7.0,66.0,207.0,46.0,40.0,0,95.0,2714.0
2020-01-29,9.0,6.0,108.0,39.0,8.0,24.0,99.0,111.0,221.0,147.0,12.0,38.0,152.0,10.0,9.0,27.0,84.0,296.0,48.0,27.0,55.0,58.0,206.0,16.0,13.0,109.0,7.0,96.0,277.0,56.0,43.0,0.0,130.0,3554.0
2020-01-30,14.0,8.0,142.0,41.0,9.0,26.0,129.0,114.0,277.0,182.0,17.0,44.0,200.0,10.0,12.0,31.0,101.0,428.0,65.0,35.0,70.0,78.0,278.0,18.0,14.0,162.0,7.0,112.0,354.0,63.0,46.0,1.0,158.0,4903.0
2020-01-31,14.0,8.0,177.0,48.0,10.0,29.0,168.0,139.0,332.0,211.0,21.0,59.0,237.0,12.0,29.0,32.0,120.0,538.0,82.0,39.0,83.0,87.0,352.0,20.0,17.0,240.0,7.0,135.0,436.0,87.0,52.0,1.0,184.0,5806.0
2020-02-01,17.0,9.0,207.0,64.0,10.0,40.0,202.0,168.0,389.0,247.0,26.0,80.0,297.0,13.0,29.0,41.0,144.0,599.0,96.0,47.0,93.0,100.0,422.0,23.0,18.0,286.0,7.0,169.0,535.0,101.0,62.0,1.0,206.0,7153.0
2020-02-02,23.0,11.0,231.0,70.0,10.0,40.0,236.0,191.0,463.0,275.0,28.0,95.0,340.0,14.0,38.0,48.0,159.0,661.0,104.0,56.0,105.0,111.0,493.0,27.0,21.0,333.0,8.0,182.0,632.0,116.0,64.0,1.0,230.0,9074.0
2020-02-03,31.0,13.0,254.0,74.0,10.0,51.0,271.0,212.0,521.0,312.0,31.0,121.0,408.0,15.0,46.0,60.0,179.0,724.0,113.0,66.0,114.0,127.0,566.0,34.0,24.0,391.0,8.0,203.0,725.0,128.0,72.0,1.0,259.0,11177.0
2020-02-04,42.0,15.0,282.0,81.0,11.0,57.0,308.0,228.0,593.0,344.0,34.0,155.0,480.0,17.0,58.0,67.0,194.0,829.0,126.0,74.0,119.0,139.0,675.0,35.0,29.0,476.0,10.0,219.0,813.0,142.0,80.0,1.0,275.0,13522.0
2020-02-05,54.0,17.0,301.0,89.0,11.0,57.0,341.0,253.0,661.0,376.0,34.0,190.0,530.0,21.0,64.0,69.0,205.0,895.0,135.0,81.0,124.0,150.0,764.0,42.0,32.0,548.0,10.0,243.0,895.0,165.0,91.0,1.0,307.0,16678.0
2020-02-06,59.0,18.0,321.0,94.0,16.0,62.0,373.0,274.0,711.0,400.0,40.0,227.0,591.0,24.0,71.0,78.0,215.0,954.0,157.0,90.0,133.0,168.0,851.0,46.0,36.0,600.0,10.0,257.0,970.0,173.0,106.0,1.0,347.0,19665.0
2020-02-07,65.0,18.0,344.0,99.0,16.0,67.0,408.0,297.0,772.0,415.0,43.0,277.0,665.0,25.0,81.0,81.0,224.0,1006.0,172.0,96.0,136.0,172.0,914.0,50.0,39.0,661.0,10.0,277.0,1034.0,184.0,117.0,1.0,386.0,22112.0
2020-02-08,69.0,18.0,364.0,105.0,17.0,79.0,439.0,315.0,803.0,428.0,45.0,295.0,733.0,26.0,89.0,88.0,239.0,1048.0,195.0,104.0,138.0,183.0,981.0,52.0,42.0,698.0,10.0,286.0,1095.0,195.0,124.0,1.0,416.0,24953.0
2020-02-09,78.0,18.0,386.0,107.0,18.0,79.0,468.0,326.0,838.0,450.0,45.0,307.0,779.0,29.0,99.0,90.0,250.0,1075.0,206.0,115.0,141.0,195.0,1033.0,54.0,45.0,740.0,10.0,293.0,1131.0,208.0,131.0,1.0,444.0,27100.0
2020-02-10,80.0,18.0,405.0,108.0,18.0,83.0,492.0,337.0,879.0,473.0,49.0,331.0,830.0,38.0,109.0,95.0,261.0,1092.0,218.0,119.0,149.0,210.0,1073.0,58.0,49.0,771.0,10.0,299.0,1159.0,213.0,138.0,1.0,466.0,29631.0
2020-02-11,81.0,18.0,417.0,111.0,18.0,86.0,515.0,342.0,912.0,489.0,53.0,360.0,860.0,49.0,127.0,105.0,267.0,1117.0,239.0,122.0,153.0,215.0,1105.0,58.0,55.0,804.0,10.0,303.0,1177.0,219.0,144.0,1.0,487.0,31728.0
2020-02-12,83.0,18.0,436.0,116.0,18.0,86.0,543.0,352.0,946.0,509.0,58.0,378.0,889.0,50.0,133.0,112.0,272.0,1131.0,251.0,124.0,154.0,222.0,1135.0,60.0,59.0,844.0,10.0,311.0,1219.0,225.0,157.0,1.0,497.0,33366.0
2020-02-13,84.0,18.0,451.0,117.0,18.0,90.0,570.0,366.0,968.0,525.0,64.0,395.0,910.0,53.0,135.0,117.0,279.0,1145.0,265.0,126.0,156.0,222.0,1169.0,61.0,63.0,872.0,10.0,315.0,1241.0,229.0,157.0,1.0,509.0,48206.0
2020-02-14,86.0,18.0,463.0,119.0,18.0,90.0,593.0,372.0,988.0,532.0,67.0,419.0,934.0,56.0,140.0,120.0,281.0,1155.0,283.0,126.0,162.0,226.0,1184.0,65.0,65.0,900.0,10.0,318.0,1261.0,230.0,159.0,1.0,523.0,51986.0
2020-02-15,88.0,18.0,470.0,119.0,18.0,90.0,604.0,375.0,1001.0,538.0,70.0,425.0,950.0,56.0,143.0,122.0,285.0,1162.0,291.0,127.0,168.0,235.0,1212.0,68.0,70.0,913.0,10.0,326.0,1294.0,232.0,162.0,1.0,532.0,54406.0
2020-02-16,89.0,18.0,481.0,121.0,20.0,90.0,617.0,380.0,1004.0,547.0,70.0,445.0,962.0,57.0,144.0,124.0,287.0,1167.0,300.0,128.0,171.0,237.0,1231.0,70.0,71.0,925.0,10.0,328.0,1316.0,236.0,162.0,1.0,537.0,56249.0
2020-02-17,89.0,18.0,495.0,121.0,22.0,91.0,626.0,381.0,1006.0,552.0,70.0,457.0,973.0,58.0,146.0,125.0,290.0,1171.0,301.0,129.0,171.0,238.0,1246.0,72.0,75.0,930.0,10.0,332.0,1322.0,240.0,163.0,1.0,541.0,58182.0
2020-02-18,89.0,18.0,508.0,121.0,22.0,91.0,629.0,387.0,1007.0,553.0,70.0,464.0,982.0,62.0,146.0,128.0,292.0,1172.0,302.0,130.0,172.0,242.0,1257.0,73.0,76.0,933.0,10.0,333.0,1328.0,240.0,163.0,1.0,543.0,59989.0
2020-02-19,90.0,18.0,514.0,121.0,23.0,91.0,631.0,393.0,1008.0,555.0,71.0,470.0,986.0,63.0,146.0,130.0,293.0,1174.0,306.0,131.0,173.0,244.0,1262.0,75.0,76.0,934.0,10.0,333.0,1331.0,242.0,163.0,1.0,544.0,61682.0
2020-02-20,91.0,18.0,520.0,121.0,24.0,91.0,631.0,395.0,1010.0,560.0,71.0,476.0,987.0,67.0,146.0,131.0,293.0,1175.0,307.0,131.0,173.0,245.0,1265.0,75.0,76.0,934.0,10.0,334.0,1332.0,245.0,168.0,1.0,546.0,62031.0
2020-02-21,91.0,18.0,525.0,121.0,26.0,91.0,631.0,396.0,1011.0,567.0,71.0,479.0,988.0,68.0,146.0,132.0,293.0,1203.0,308.0,132.0,174.0,246.0,1267.0,75.0,76.0,934.0,10.0,334.0,1333.0,245.0,168.0,1.0,749.0,62662.0
2020-02-22,91.0,18.0,526.0,121.0,26.0,91.0,631.0,399.0,1013.0,572.0,71.0,479.0,989.0,69.0,146.0,135.0,293.0,1205.0,309.0,132.0,174.0,249.0,1270.0,75.0,76.0,934.0,10.0,335.0,1339.0,245.0,168.0,1.0,750.0,63454.0
2020-02-23,91.0,18.0,526.0,121.0,28.0,91.0,631.0,399.0,1016.0,573.0,71.0,480.0,989.0,74.0,146.0,135.0,293.0,1205.0,311.0,132.0,174.0,249.0,1271.0,75.0,76.0,934.0,10.0,335.0,1342.0,245.0,168.0,1.0,754.0,64084.0
2020-02-24,93.0,18.0,527.0,121.0,30.0,91.0,631.0,399.0,1016.0,575.0,71.0,480.0,989.0,79.0,146.0,135.0,293.0,1205.0,311.0,132.0,174.0,251.0,1271.0,75.0,76.0,934.0,10.0,335.0,1345.0,245.0,168.0,1.0,755.0,64287.0
2020-02-25,93.0,18.0,529.0,121.0,31.0,91.0,631.0,400.0,1016.0,576.0,71.0,480.0,989.0,84.0,146.0,135.0,294.0,1205.0,311.0,133.0,174.0,252.0,1271.0,75.0,76.0,934.0,10.0,336.0,1347.0,245.0,168.0,1.0,756.0,64786.0
2020-02-26,93.0,18.0,531.0,121.0,32.0,91.0,631.0,400.0,1016.0,576.0,71.0,480.0,989.0,89.0,146.0,135.0,294.0,1205.0,312.0,133.0,174.0,252.0,1271.0,75.0,76.0,934.0,10.0,336.0,1347.0,245.0,168.0,1.0,756.0,65187.0
2020-02-27,93.0,18.0,534.0,121.0,32.0,91.0,631.0,410.0,1017.0,576.0,72.0,480.0,989.0,92.0,146.0,135.0,296.0,1205.0,317.0,133.0,174.0,252.0,1272.0,75.0,76.0,934.0,10.0,337.0,1347.0,245.0,168.0,1.0,756.0,65596.0
2020-02-28,93.0,18.0,538.0,121.0,34.0,91.0,631.0,410.0,1017.0,576.0,72.0,480.0,990.0,94.0,146.0,136.0,296.0,1205.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,337.0,1348.0,245.0,168.0,1.0,756.0,65914.0
2020-02-29,93.0,18.0,538.0,121.0,39.0,91.0,631.0,411.0,1018.0,576.0,73.0,480.0,990.0,94.0,146.0,136.0,296.0,1205.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,337.0,1349.0,245.0,168.0,1.0,756.0,66337.0
2020-03-01,93.0,18.0,538.0,122.0,40.0,91.0,631.0,413.0,1018.0,576.0,73.0,480.0,990.0,96.0,146.0,136.0,296.0,1205.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,337.0,1349.0,245.0,168.0,1.0,758.0,66907.0
2020-03-02,93.0,18.0,538.0,122.0,41.0,91.0,631.0,414.0,1018.0,576.0,74.0,480.0,990.0,98.0,146.0,136.0,296.0,1206.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,337.0,1350.0,245.0,168.0,1.0,758.0,67103.0
2020-03-03,93.0,18.0,538.0,125.0,42.0,91.0,631.0,414.0,1018.0,576.0,74.0,480.0,990.0,100.0,146.0,136.0,296.0,1213.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,338.0,1350.0,245.0,168.0,1.0,758.0,67217.0
2020-03-04,93.0,18.0,538.0,125.0,42.0,91.0,631.0,417.0,1018.0,576.0,75.0,480.0,990.0,102.0,146.0,136.0,296.0,1213.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,338.0,1350.0,245.0,168.0,1.0,758.0,67332.0
2020-03-05,93.0,18.0,539.0,125.0,44.0,102.0,631.0,418.0,1018.0,576.0,75.0,481.0,990.0,105.0,146.0,136.0,296.0,1215.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,339.0,1351.0,245.0,168.0,1.0,758.0,67466.0
2020-03-06,93.0,18.0,539.0,125.0,45.0,119.0,631.0,422.0,1018.0,576.0,75.0,481.0,990.0,106.0,146.0,136.0,296.0,1215.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,342.0,1352.0,245.0,168.0,1.0,758.0,67592.0
2020-03-07,93.0,18.0,539.0,125.0,45.0,120.0,631.0,426.0,1018.0,576.0,75.0,481.0,990.0,108.0,146.0,136.0,296.0,1215.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,342.0,1352.0,245.0,168.0,1.0,758.0,67666.0
2020-03-08,93.0,18.0,539.0,125.0,45.0,124.0,631.0,428.0,1018.0,576.0,75.0,481.0,990.0,114.0,146.0,136.0,296.0,1215.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,342.0,1352.0,245.0,168.0,1.0,758.0,67707.0
2020-03-09,93.0,18.0,539.0,125.0,45.0,124.0,631.0,428.0,1018.0,576.0,75.0,481.0,990.0,115.0,146.0,136.0,296.0,1215.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,342.0,1352.0,245.0,168.0,1.0,758.0,67743.0
2020-03-10,93.0,18.0,539.0,125.0,47.0,125.0,631.0,429.0,1018.0,576.0,75.0,481.0,990.0,118.0,146.0,136.0,296.0,1215.0,318.0,133.0,174.0,252.0,1272.0,75.0,76.0,935.0,10.0,344.0,1353.0,245.0,168.0,1.0,758.0,67760.0
2020-03-11,93.0,18.0,539.0,125.0,48.0,127.0,631.0,435.0,1018.0,576.0,75.0,482.0,990.0,126.0,146.0,136.0,296.0,1215.0,318.0,133.0,174.0,252.0,1273.0,75.0,76.0,935.0,10.0,344.0,1356.0,245.0,168.0,1.0,760.0,67773.0
2020-03-12,93.0,18.0,539.0,125.0,49.0,127.0,631.0,435.0,1018.0,576.0,75.0,482.0,990.0,129.0,146.0,136.0,296.0,1215.0,318.0,133.0,174.0,252.0,1273.0,75.0,76.0,935.0,10.0,344.0,1356.0,245.0,168.0,1.0,760.0,67781.0
2020-03-13,93.0,18.0,539.0,125.0,50.0,127.0,631.0,436.0,1018.0,576.0,75.0,482.0,990.0,134.0,146.0,136.0,296.0,1215.0,318.0,133.0,174.0,252.0,1273.0,75.0,76.0,935.0,10.0,346.0,1356.0,245.0,168.0,1.0,760.0,67786.0
2020-03-14,93.0,18.0,539.0,125.0,53.0,129.0,631.0,437.0,1018.0,576.0,75.0,482.0,990.0,140.0,146.0,136.0,296.0,1227.0,318.0,133.0,174.0,252.0,1273.0,75.0,76.0,935.0,10.0,352.0,1356.0,245.0,168.0,1.0,760.0,67790.0
2020-03-15,93.0,18.0,539.0,125.0,59.0,133.0,631.0,442.0,1018.0,576.0,75.0,482.0,990.0,145.0,146.0,136.0,296.0,1231.0,318.0,133.0,174.0,252.0,1273.0,75.0,76.0,935.0,10.0,353.0,1360.0,245.0,168.0,1.0,760.0,67794.0
2020-03-16,93.0,18.0,539.0,125.0,67.0,133.0,631.0,452.0,1018.0,576.0,75.0,482.0,990.0,155.0,146.0,136.0,296.0,1231.0,318.0,133.0,175.0,252.0,1273.0,75.0,76.0,935.0,11.0,355.0,1361.0,245.0,168.0,1.0,760.0,67798.0
2020-03-17,93.0,18.0,540.0,125.0,77.0,133.0,631.0,456.0,1018.0,576.0,75.0,482.0,990.0,162.0,147.0,136.0,296.0,1232.0,318.0,133.0,176.0,253.0,1273.0,75.0,76.0,935.0,12.0,358.0,1364.0,246.0,168.0,1.0,761.0,67799.0
2020-03-18,93.0,18.0,540.0,125.0,100.0,133.0,631.0,469.0,1018.0,576.0,75.0,482.0,990.0,181.0,146.0,136.0,296.0,1232.0,318.0,133.0,176.0,253.0,1273.0,75.0,76.0,935.0,15.0,361.0,1370.0,246.0,168.0,1.0,761.0,67800.0
2020-03-19,93.0,18.0,540.0,125.0,108.0,134.0,631.0,480.0,1018.0,576.0,75.0,483.0,990.0,208.0,146.0,136.0,296.0,1234.0,318.0,133.0,176.0,253.0,1273.0,75.0,76.0,935.0,17.0,363.0,1378.0,246.0,168.0,1.0,761.0,67800.0
2020-03-20,93.0,18.0,541.0,126.0,135.0,134.0,631.0,491.0,1018.0,576.0,75.0,484.0,990.0,256.0,146.0,137.0,299.0,1234.0,318.0,133.0,176.0,254.0,1273.0,75.0,76.0,935.0,17.0,371.0,1395.0,247.0,168.0,1.0,762.0,67800.0
2020-03-21,93.0,18.0,542.0,126.0,153.0,134.0,631.0,504.0,1018.0,576.0,75.0,484.0,990.0,273.0,146.0,137.0,303.0,1236.0,318.0,133.0,176.0,254.0,1273.0,75.0,76.0,935.0,17.0,380.0,1400.0,248.0,168.0,1.0,764.0,67800.0
2020-03-22,93.0,18.0,543.0,126.0,169.0,136.0,633.0,514.0,1018.0,577.0,75.0,484.0,990.0,317.0,146.0,137.0,307.0,1237.0,319.0,133.0,176.0,254.0,1273.0,75.0,76.0,936.0,20.0,394.0,1407.0,248.0,168.0,1.0,766.0,67800.0
2020-03-23,93.0,18.0,543.0,127.0,195.0,136.0,633.0,537.0,1018.0,577.0,75.0,484.0,990.0,356.0,146.0,141.0,313.0,1238.0,319.0,133.0,176.0,254.0,1274.0,75.0,76.0,936.0,24.0,404.0,1415.0,248.0,168.0,1.0,768.0,67800.0
2020-03-24,93.0,18.0,545.0,127.0,215.0,136.0,636.0,558.0,1018.0,578.0,75.0,484.0,990.0,386.0,146.0,145.0,318.0,1240.0,319.0,134.0,176.0,254.0,1274.0,75.0,76.0,936.0,25.0,414.0,1428.0,249.0,168.0,1.0,768.0,67801.0
2020-03-25,94.0,18.0,547.0,127.0,235.0,136.0,638.0,561.0,1018.0,578.0,75.0,484.0,990.0,410.0,146.0,145.0,322.0,1241.0,319.0,134.0,176.0,254.0,1274.0,77.0,76.0,936.0,30.0,433.0,1433.0,250.0,168.0,1.0,769.0,67801.0
2020-03-26,95.0,18.0,547.0,128.0,252.0,136.0,640.0,566.0,1018.0,578.0,75.0,484.0,990.0,453.0,146.0,151.0,328.0,1243.0,319.0,135.0,178.0,254.0,1275.0,89.0,76.0,936.0,31.0,451.0,1448.0,253.0,168.0,1.0,771.0,67801.0
2020-03-27,95.0,18.0,548.0,128.0,267.0,136.0,641.0,569.0,1018.0,578.0,75.0,484.0,990.0,519.0,146.0,155.0,331.0,1247.0,319.0,135.0,180.0,254.0,1275.0,92.0,76.0,936.0,33.0,468.0,1456.0,253.0,168.0,1.0,772.0,67801.0
2020-03-28,97.0,18.0,548.0,132.0,283.0,136.0,641.0,573.0,1018.0,578.0,75.0,484.0,990.0,561.0,146.0,161.0,337.0,1251.0,319.0,135.0,180.0,254.0,1275.0,94.0,76.0,936.0,37.0,485.0,1467.0,253.0,168.0,1.0,772.0,67801.0
2020-03-29,98.0,18.0,550.0,134.0,298.0,138.0,644.0,577.0,1018.0,579.0,75.0,484.0,990.0,641.0,146.0,166.0,338.0,1254.0,319.0,136.0,180.0,254.0,1276.0,95.0,76.0,937.0,37.0,492.0,1475.0,253.0,168.0,1.0,772.0,67801.0
2020-03-30,98.0,18.0,550.0,136.0,306.0,138.0,645.0,577.0,1018.0,579.0,75.0,484.0,990.0,682.0,146.0,174.0,340.0,1255.0,321.0,136.0,180.0,254.0,1276.0,97.0,76.0,937.0,38.0,498.0,1484.0,253.0,168.0,1.0,773.0,67801.0
2020-03-31,98.0,18.0,550.0,139.0,322.0,138.0,646.0,580.0,1018.0,579.0,75.0,484.0,990.0,714.0,146.0,174.0,343.0,1257.0,321.0,136.0,181.0,254.0,1276.0,107.0,76.0,937.0,41.0,509.0,1494.0,253.0,168.0,1.0,774.0,67801.0
2020-04-01,98.0,18.0,552.0,140.0,329.0,138.0,646.0,580.0,1018.0,579.0,75.0,484.0,990.0,765.0,146.0,176.0,345.0,1257.0,323.0,137.0,182.0,254.0,1276.0,111.0,76.0,937.0,41.0,516.0,1501.0,255.0,168.0,1.0,774.0,67802.0
2020-04-02,98.0,18.0,554.0,141.0,339.0,138.0,647.0,582.0,1019.0,579.0,75.0,488.0,990.0,802.0,146.0,176.0,345.0,1258.0,325.0,137.0,183.0,254.0,1276.0,117.0,76.0,937.0,41.0,522.0,1507.0,255.0,168.0,1.0,775.0,67802.0
2020-04-03,98.0,18.0,555.0,141.0,348.0,138.0,651.0,584.0,1019.0,579.0,75.0,489.0,990.0,845.0,146.0,180.0,349.0,1260.0,326.0,137.0,184.0,254.0,1276.0,117.0,76.0,937.0,41.0,526.0,1514.0,255.0,168.0,1.0,778.0,67802.0
2020-04-04,98.0,18.0,557.0,141.0,355.0,138.0,651.0,585.0,1019.0,579.0,75.0,491.0,990.0,862.0,146.0,180.0,350.0,1262.0,326.0,137.0,184.0,254.0,1276.0,117.0,76.0,937.0,43.0,529.0,1516.0,256.0,168.0,1.0,778.0,67803.0
2020-04-05,98.0,18.0,558.0,142.0,363.0,138.0,651.0,586.0,1019.0,579.0,75.0,504.0,990.0,890.0,146.0,180.0,350.0,1263.0,327.0,138.0,184.0,254.0,1276.0,117.0,76.0,937.0,44.0,531.0,1524.0,256.0,168.0,1.0,779.0,67803.0
2020-04-06,98.0,18.0,559.0,142.0,373.0,139.0,651.0,587.0,1019.0,579.0,75.0,524.0,990.0,914.0,146.0,180.0,350.0,1264.0,327.0,138.0,184.0,254.0,1276.0,118.0,76.0,937.0,44.0,536.0,1532.0,256.0,168.0,1.0,780.0,67803.0
