updateTime,吉林,青海,四川,辽宁,台湾,甘肃,江苏,北京,湖南,重庆,宁夏,黑龙江,安徽,香港,贵州,天津,福建,浙江,河北,山西,云南,广西,河南,内蒙古,新疆,江西,澳门,上海,广东,陕西,海南,西藏,山东,湖北
2020-11-11,157.0,18.0,778.0,286.0,580.0,180.0,676.0,947.0,1020.0,589.0,75.0,949.0,992.0,5407.0,147.0,283.0,459.0,1291.0,373.0,218.0,214.0,260.0,1286.0,305.0,980.0,935.0,46.0,1264.0,1955.0,480.0,171.0,1.0,848.0,68147.0
2020-11-12,157.0,18.0,782.0,286.0,589.0,180.0,676.0,947.0,1020.0,589.0,75.0,949.0,992.0,5430.0,147.0,285.0,460.0,1291.0,373.0,218.0,214.0,260.0,1286.0,306.0,980.0,935.0,46.0,1268.0,1956.0,482.0,171.0,1.0,848.0,68147.0
2020-11-13,157.0,18.0,783.0,286.0,597.0,181.0,676.0,947.0,1020.0,589.0,75.0,949.0,992.0,5436.0,147.0,285.0,460.0,1291.0,373.0,218.0,214.0,260.0,1287.0,307.0,980.0,935.0,46.0,1271.0,1956.0,483.0,171.0,1.0,848.0,68147.0
2020-11-14,157.0,18.0,783.0,288.0,597.0,181.0,676.0,947.0,1020.0,589.0,75.0,949.0,992.0,5436.0,147.0,287.0,461.0,1291.0,373.0,218.0,214.0,260.0,1287.0,307.0,980.0,935.0,46.0,1276.0,1963.0,484.0,171.0,1.0,848.0,68147.0
2020-11-15,157.0,18.0,783.0,288.0,602.0,181.0,676.0,947.0,1020.0,589.0,75.0,949.0,992.0,5458.0,147.0,289.0,461.0,1291.0,373.0,218.0,217.0,260.0,1288.0,307.0,980.0,935.0,46.0,1277.0,1966.0,486.0,171.0,1.0,848.0,68148.0
2020-11-16,157.0,18.0,786.0,288.0,602.0,181.0,677.0,947.0,1020.0,589.0,75.0,949.0,992.0,5458.0,147.0,289.0,461.0,1291.0,373.0,219.0,217.0,260.0,1288.0,307.0,980.0,935.0,46.0,1277.0,1968.0,487.0,171.0,1.0,848.0,68148.0
2020-11-17,157.0,18.0,792.0,288.0,605.0,181.0,677.0,947.0,1020.0,589.0,75.0,949.0,992.0,5470.0,147.0,290.0,461.0,1291.0,373.0,219.0,217.0,260.0,1288.0,307.0,980.0,935.0,46.0,1281.0,1971.0,487.0,171.0,1.0,848.0,68148.0
2020-11-18,157.0,18.0,792.0,289.0,607.0,181.0,677.0,947.0,1020.0,589.0,75.0,949.0,992.0,5479.0,147.0,291.0,461.0,1291.0,373.0,220.0,217.0,260.0,1288.0,307.0,980.0,935.0,46.0,1285.0,1972.0,487.0,171.0,1.0,849.0,68148.0
2020-11-19,157.0,18.0,795.0,289.0,609.0,181.0,677.0,947.0,1020.0,590.0,75.0,949.0,992.0,5491.0,147.0,291.0,463.0,1292.0,373.0,220.0,217.0,262.0,1288.0,308.0,980.0,935.0,46.0,1286.0,1973.0,487.0,171.0,1.0,849.0,68148.0
2020-11-20,157.0,18.0,796.0,289.0,611.0,181.0,677.0,948.0,1020.0,590.0,75.0,949.0,992.0,5517.0,147.0,295.0,469.0,1292.0,373.0,220.0,217.0,262.0,1288.0,308.0,980.0,935.0,46.0,1290.0,1975.0,490.0,171.0,1.0,849.0,68148.0
2020-11-21,157.0,18.0,796.0,289.0,611.0,181.0,677.0,948.0,1020.0,590.0,75.0,949.0,992.0,5560.0,147.0,296.0,469.0,1292.0,373.0,220.0,217.0,262.0,1288.0,310.0,980.0,935.0,46.0,1301.0,1975.0,490.0,171.0,1.0,849.0,68148.0
2020-11-22,157.0,18.0,797.0,289.0,617.0,181.0,677.0,949.0,1020.0,590.0,75.0,949.0,992.0,5628.0,147.0,297.0,473.0,1293.0,373.0,220.0,217.0,263.0,1288.0,310.0,980.0,935.0,46.0,1305.0,1975.0,492.0,171.0,1.0,849.0,68148.0
2020-11-23,157.0,18.0,797.0,289.0,618.0,181.0,677.0,950.0,1020.0,590.0,75.0,949.0,992.0,5701.0,147.0,298.0,474.0,1293.0,373.0,220.0,217.0,263.0,1288.0,310.0,980.0,935.0,46.0,1308.0,1979.0,493.0,171.0,1.0,849.0,68148.0
2020-11-24,157.0,18.0,800.0,289.0,618.0,181.0,679.0,950.0,1020.0,590.0,75.0,949.0,992.0,5781.0,147.0,299.0,478.0,1293.0,373.0,220.0,217.0,263.0,1289.0,311.0,980.0,935.0,46.0,1312.0,1983.0,495.0,171.0,1.0,849.0,68148.0
2020-11-25,157.0,18.0,800.0,289.0,623.0,181.0,679.0,950.0,1020.0,590.0,75.0,949.0,992.0,5866.0,147.0,299.0,479.0,1293.0,373.0,220.0,217.0,263.0,1289.0,311.0,980.0,935.0,46.0,1314.0,1984.0,496.0,171.0,1.0,849.0,68148.0
2020-11-26,157.0,18.0,801.0,289.0,625.0,181.0,680.0,950.0,1020.0,590.0,75.0,949.0,992.0,5947.0,147.0,299.0,480.0,1293.0,373.0,220.0,217.0,263.0,1289.0,320.0,980.0,935.0,46.0,1319.0,1988.0,496.0,171.0,1.0,849.0,68148.0
2020-11-27,157.0,18.0,801.0,289.0,639.0,181.0,680.0,950.0,1020.0,590.0,75.0,949.0,992.0,6039.0,147.0,299.0,481.0,1293.0,373.0,220.0,217.0,263.0,1289.0,320.0,980.0,935.0,46.0,1322.0,1988.0,497.0,171.0,1.0,849.0,68148.0
2020-11-28,157.0,18.0,802.0,289.0,648.0,181.0,680.0,950.0,1020.0,590.0,75.0,949.0,992.0,6123.0,147.0,300.0,483.0,1294.0,373.0,220.0,218.0,263.0,1289.0,320.0,980.0,935.0,46.0,1322.0,1988.0,497.0,171.0,1.0,849.0,68148.0
2020-11-29,157.0,18.0,803.0,289.0,651.0,182.0,680.0,950.0,1020.0,590.0,75.0,949.0,992.0,6238.0,147.0,300.0,487.0,1294.0,373.0,220.0,219.0,263.0,1289.0,320.0,980.0,935.0,46.0,1325.0,1988.0,498.0,171.0,1.0,849.0,68148.0
2020-11-30,157.0,18.0,806.0,289.0,675.0,182.0,680.0,950.0,1020.0,590.0,75.0,949.0,992.0,6314.0,147.0,300.0,487.0,1294.0,373.0,221.0,219.0,263.0,1289.0,323.0,980.0,935.0,46.0,1330.0,1989.0,498.0,171.0,1.0,854.0,68148.0
2020-12-01,157.0,18.0,808.0,289.0,679.0,182.0,680.0,951.0,1020.0,590.0,75.0,949.0,992.0,6396.0,147.0,300.0,489.0,1294.0,373.0,221.0,219.0,263.0,1289.0,327.0,980.0,935.0,46.0,1332.0,1989.0,499.0,171.0,1.0,854.0,68148.0
2020-12-02,157.0,18.0,808.0,289.0,685.0,182.0,680.0,951.0,1020.0,590.0,75.0,949.0,992.0,6499.0,147.0,300.0,490.0,1294.0,373.0,221.0,219.0,263.0,1290.0,329.0,980.0,935.0,46.0,1333.0,1992.0,500.0,171.0,1.0,854.0,68148.0
2020-12-03,157.0,18.0,808.0,289.0,686.0,182.0,680.0,951.0,1020.0,590.0,75.0,949.0,992.0,6589.0,147.0,300.0,490.0,1294.0,373.0,221.0,219.0,263.0,1290.0,330.0,980.0,935.0,46.0,1341.0,1996.0,501.0,171.0,1.0,856.0,68149.0
2020-12-04,157.0,18.0,808.0,289.0,690.0,182.0,680.0,951.0,1020.0,590.0,75.0,949.0,992.0,6701.0,147.0,300.0,492.0,1294.0,373.0,221.0,219.0,263.0,1292.0,333.0,980.0,935.0,46.0,1350.0,1997.0,501.0,171.0,1.0,857.0,68149.0
2020-12-05,157.0,18.0,811.0,289.0,693.0,182.0,680.0,952.0,1020.0,590.0,75.0,949.0,992.0,6802.0,147.0,300.0,493.0,1294.0,373.0,222.0,219.0,263.0,1295.0,333.0,980.0,935.0,46.0,1353.0,2000.0,501.0,171.0,1.0,857.0,68149.0
2020-12-06,157.0,18.0,812.0,289.0,694.0,182.0,680.0,952.0,1020.0,590.0,75.0,949.0,992.0,6802.0,147.0,301.0,499.0,1294.0,373.0,222.0,220.0,263.0,1295.0,333.0,980.0,935.0,46.0,1359.0,2002.0,502.0,171.0,1.0,857.0,68149.0
2020-12-07,157.0,18.0,812.0,289.0,694.0,182.0,680.0,952.0,1020.0,590.0,75.0,949.0,992.0,6802.0,147.0,301.0,499.0,1294.0,373.0,222.0,220.0,263.0,1295.0,333.0,980.0,935.0,46.0,1359.0,2002.0,502.0,171.0,1.0,857.0,68149.0
2020-12-08,157.0,18.0,812.0,289.0,694.0,182.0,680.0,952.0,1020.0,590.0,75.0,949.0,992.0,6802.0,147.0,301.0,499.0,1294.0,373.0,222.0,220.0,263.0,1295.0,333.0,980.0,935.0,46.0,1359.0,2002.0,502.0,171.0,1.0,857.0,68149.0
2020-12-09,157.0,18.0,822.0,289.0,720.0,182.0,681.0,952.0,1020.0,590.0,75.0,949.0,992.0,7179.0,147.0,301.0,500.0,1295.0,373.0,222.0,221.0,264.0,1295.0,336.0,980.0,935.0,46.0,1376.0,2009.0,502.0,171.0,1.0,857.0,68149.0
2020-12-10,157.0,18.0,822.0,289.0,724.0,182.0,681.0,952.0,1020.0,590.0,75.0,949.0,992.0,7291.0,147.0,301.0,501.0,1295.0,373.0,222.0,221.0,264.0,1295.0,337.0,980.0,935.0,46.0,1385.0,2010.0,502.0,171.0,1.0,857.0,68149.0
2020-12-11,157.0,18.0,826.0,289.0,725.0,182.0,681.0,952.0,1020.0,590.0,75.0,951.0,992.0,7377.0,147.0,301.0,501.0,1295.0,373.0,222.0,222.0,264.0,1295.0,337.0,980.0,935.0,46.0,1390.0,2013.0,502.0,171.0,1.0,857.0,68149.0
2020-12-12,157.0,18.0,826.0,289.0,725.0,182.0,683.0,952.0,1020.0,590.0,75.0,951.0,992.0,7377.0,147.0,302.0,502.0,1296.0,373.0,222.0,223.0,264.0,1295.0,337.0,980.0,935.0,46.0,1395.0,2015.0,502.0,171.0,1.0,857.0,68149.0
2020-12-13,157.0,18.0,829.0,289.0,736.0,182.0,684.0,954.0,1020.0,590.0,75.0,956.0,992.0,7541.0,147.0,302.0,502.0,1296.0,373.0,222.0,224.0,264.0,1295.0,337.0,980.0,935.0,46.0,1405.0,2016.0,502.0,171.0,1.0,858.0,68149.0
2020-12-14,157.0,18.0,832.0,289.0,740.0,182.0,684.0,955.0,1020.0,590.0,75.0,958.0,992.0,7623.0,147.0,302.0,502.0,1297.0,373.0,222.0,224.0,264.0,1295.0,338.0,980.0,935.0,46.0,1412.0,2017.0,502.0,171.0,1.0,858.0,68149.0
2020-12-15,157.0,18.0,838.0,289.0,742.0,182.0,684.0,956.0,1020.0,590.0,75.0,960.0,992.0,7721.0,147.0,302.0,502.0,1297.0,373.0,222.0,224.0,264.0,1295.0,342.0,980.0,935.0,46.0,1415.0,2018.0,502.0,171.0,1.0,858.0,68149.0
2020-12-16,157.0,18.0,838.0,289.0,749.0,182.0,684.0,957.0,1020.0,590.0,75.0,960.0,992.0,7803.0,147.0,303.0,503.0,1297.0,373.0,222.0,226.0,264.0,1295.0,342.0,980.0,935.0,46.0,1418.0,2021.0,502.0,171.0,1.0,859.0,68149.0
2020-12-17,157.0,18.0,838.0,289.0,757.0,182.0,684.0,957.0,1020.0,590.0,75.0,960.0,992.0,7899.0,147.0,303.0,503.0,1297.0,373.0,222.0,226.0,264.0,1295.0,342.0,980.0,935.0,46.0,1424.0,2022.0,502.0,171.0,1.0,859.0,68149.0
2020-12-18,157.0,18.0,839.0,289.0,759.0,182.0,684.0,957.0,1020.0,590.0,75.0,960.0,992.0,7969.0,147.0,303.0,503.0,1297.0,373.0,223.0,227.0,264.0,1296.0,342.0,980.0,935.0,46.0,1428.0,2026.0,502.0,171.0,1.0,859.0,68149.0
2020-12-19,157.0,18.0,839.0,290.0,763.0,182.0,684.0,959.0,1020.0,590.0,75.0,960.0,992.0,8078.0,147.0,304.0,504.0,1298.0,373.0,223.0,229.0,264.0,1296.0,342.0,980.0,935.0,46.0,1436.0,2027.0,502.0,171.0,1.0,861.0,68149.0
2020-12-20,157.0,18.0,840.0,291.0,766.0,182.0,684.0,961.0,1020.0,590.0,75.0,960.0,992.0,8152.0,147.0,304.0,505.0,1299.0,373.0,223.0,229.0,264.0,1297.0,344.0,980.0,935.0,46.0,1447.0,2028.0,504.0,171.0,1.0,861.0,68149.0
2020-12-21,157.0,18.0,841.0,292.0,766.0,182.0,684.0,961.0,1020.0,590.0,75.0,961.0,992.0,8237.0,147.0,304.0,507.0,1299.0,373.0,224.0,229.0,264.0,1297.0,350.0,980.0,935.0,46.0,1455.0,2031.0,504.0,171.0,1.0,861.0,68149.0
2020-12-22,157.0,18.0,843.0,294.0,770.0,182.0,684.0,961.0,1020.0,590.0,75.0,961.0,992.0,8300.0,147.0,304.0,507.0,1299.0,373.0,224.0,229.0,264.0,1297.0,352.0,980.0,935.0,46.0,1461.0,2034.0,504.0,171.0,1.0,861.0,68149.0
2020-12-23,157.0,18.0,843.0,295.0,776.0,182.0,684.0,961.0,1020.0,590.0,75.0,961.0,992.0,8353.0,147.0,304.0,507.0,1300.0,373.0,224.0,229.0,264.0,1297.0,352.0,980.0,935.0,46.0,1473.0,2035.0,504.0,171.0,1.0,861.0,68149.0
2020-12-24,157.0,18.0,845.0,302.0,776.0,182.0,684.0,961.0,1020.0,590.0,75.0,961.0,992.0,8353.0,147.0,304.0,507.0,1300.0,373.0,224.0,227.0,264.0,1298.0,352.0,980.0,935.0,46.0,1479.0,2036.0,504.0,171.0,1.0,861.0,68149.0
2020-12-25,157.0,18.0,846.0,310.0,780.0,182.0,684.0,961.0,1020.0,590.0,75.0,961.0,992.0,8481.0,147.0,304.0,507.0,1300.0,373.0,224.0,227.0,264.0,1298.0,352.0,980.0,935.0,46.0,1483.0,2037.0,504.0,171.0,1.0,861.0,68149.0
2020-12-26,157.0,18.0,847.0,316.0,783.0,182.0,684.0,963.0,1021.0,590.0,75.0,961.0,992.0,8540.0,147.0,304.0,508.0,1300.0,373.0,224.0,229.0,264.0,1298.0,352.0,980.0,935.0,46.0,1488.0,2038.0,505.0,171.0,1.0,861.0,68149.0
2020-12-27,157.0,18.0,847.0,323.0,785.0,182.0,684.0,971.0,1021.0,590.0,75.0,961.0,993.0,8610.0,147.0,304.0,508.0,1302.0,373.0,224.0,229.0,264.0,1298.0,352.0,980.0,935.0,46.0,1492.0,2038.0,505.0,171.0,1.0,861.0,68149.0
2020-12-28,157.0,18.0,848.0,329.0,793.0,182.0,684.0,972.0,1021.0,590.0,75.0,961.0,993.0,8671.0,147.0,305.0,508.0,1305.0,373.0,224.0,229.0,264.0,1298.0,358.0,980.0,935.0,46.0,1494.0,2039.0,505.0,171.0,1.0,861.0,68149.0
2020-12-29,157.0,18.0,851.0,337.0,795.0,182.0,684.0,979.0,1021.0,590.0,75.0,961.0,993.0,8724.0,147.0,306.0,509.0,1305.0,373.0,224.0,229.0,264.0,1299.0,359.0,980.0,935.0,46.0,1498.0,2040.0,505.0,171.0,1.0,861.0,68149.0
2020-12-30,157.0,18.0,851.0,342.0,797.0,182.0,684.0,980.0,1021.0,590.0,75.0,962.0,993.0,8778.0,147.0,309.0,511.0,1306.0,373.0,224.0,229.0,264.0,1299.0,361.0,980.0,935.0,46.0,1505.0,2041.0,505.0,171.0,1.0,862.0,68149.0
2020-12-31,157.0,18.0,853.0,347.0,799.0,182.0,684.0,982.0,1021.0,590.0,75.0,964.0,993.0,8846.0,147.0,309.0,512.0,1306.0,373.0,224.0,229.0,264.0,1299.0,364.0,980.0,935.0,46.0,1511.0,2044.0,506.0,171.0,1.0,862.0,68149.0
2021-01-01,157.0,18.0,853.0,351.0,802.0,182.0,684.0,987.0,1021.0,590.0,75.0,964.0,993.0,8888.0,147.0,309.0,513.0,1306.0,373.0,224.0,230.0,264.0,1299.0,364.0,980.0,935.0,46.0,1516.0,2046.0,507.0,171.0,1.0,862.0,68149.0
2021-01-02,157.0,18.0,853.0,359.0,808.0,182.0,684.0,988.0,1021.0,590.0,75.0,964.0,993.0,8923.0,147.0,312.0,513.0,1306.0,373.0,224.0,230.0,264.0,1299.0,364.0,980.0,935.0,46.0,1520.0,2046.0,508.0,171.0,1.0,863.0,68149.0
2021-01-03,157.0,18.0,853.0,362.0,812.0,182.0,684.0,990.0,1021.0,590.0,75.0,968.0,993.0,8964.0,147.0,313.0,516.0,1306.0,374.0,224.0,230.0,264.0,1299.0,365.0,980.0,935.0,46.0,1526.0,2051.0,510.0,171.0,1.0,863.0,68149.0
2021-01-04,157.0,18.0,856.0,369.0,815.0,182.0,684.0,992.0,1021.0,590.0,75.0,969.0,993.0,9017.0,147.0,314.0,517.0,1306.0,378.0,225.0,230.0,264.0,1299.0,366.0,980.0,935.0,46.0,1530.0,2053.0,516.0,171.0,1.0,863.0,68149.0
2021-01-05,157.0,18.0,857.0,372.0,817.0,182.0,685.0,993.0,1021.0,590.0,75.0,969.0,993.0,9049.0,147.0,315.0,518.0,1306.0,392.0,225.0,230.0,264.0,1300.0,366.0,980.0,935.0,46.0,1536.0,2057.0,516.0,171.0,1.0,863.0,68149.0
2021-01-06,157.0,18.0,857.0,373.0,819.0,182.0,685.0,994.0,1021.0,590.0,75.0,970.0,993.0,9074.0,147.0,316.0,518.0,1306.0,412.0,225.0,230.0,264.0,1300.0,366.0,980.0,935.0,46.0,1538.0,2060.0,519.0,171.0,1.0,863.0,68149.0
2021-01-07,157.0,18.0,857.0,374.0,822.0,182.0,685.0,994.0,1021.0,590.0,75.0,971.0,993.0,9107.0,147.0,316.0,518.0,1306.0,465.0,225.0,230.0,264.0,1300.0,366.0,980.0,935.0,46.0,1543.0,2062.0,521.0,171.0,1.0,863.0,68149.0
2021-01-08,157.0,18.0,857.0,378.0,825.0,182.0,686.0,995.0,1022.0,590.0,75.0,972.0,993.0,9107.0,147.0,316.0,519.0,1306.0,502.0,225.0,230.0,264.0,1301.0,366.0,980.0,935.0,46.0,1551.0,2065.0,521.0,171.0,1.0,863.0,68149.0
2021-01-09,157.0,18.0,857.0,386.0,828.0,182.0,687.0,995.0,1022.0,590.0,75.0,972.0,993.0,9211.0,147.0,316.0,520.0,1306.0,512.0,225.0,230.0,264.0,1301.0,366.0,980.0,935.0,46.0,1558.0,2067.0,521.0,171.0,1.0,864.0,68149.0
2021-01-10,157.0,18.0,857.0,387.0,828.0,182.0,687.0,996.0,1022.0,590.0,75.0,972.0,993.0,9242.0,147.0,320.0,526.0,1308.0,598.0,226.0,230.0,264.0,1301.0,366.0,980.0,935.0,46.0,1562.0,2068.0,522.0,171.0,1.0,864.0,68149.0
2021-01-11,157.0,18.0,857.0,393.0,834.0,182.0,687.0,997.0,1022.0,590.0,75.0,972.0,993.0,9283.0,147.0,323.0,527.0,1308.0,656.0,226.0,231.0,264.0,1301.0,366.0,980.0,935.0,46.0,1564.0,2075.0,523.0,171.0,1.0,864.0,68149.0
2021-01-12,157.0,18.0,857.0,396.0,838.0,182.0,687.0,998.0,1022.0,590.0,75.0,972.0,993.0,9343.0,147.0,324.0,528.0,1308.0,701.0,226.0,231.0,264.0,1302.0,366.0,980.0,935.0,46.0,1568.0,2076.0,524.0,171.0,1.0,864.0,68149.0
2021-01-13,157.0,18.0,857.0,396.0,842.0,182.0,687.0,998.0,1022.0,590.0,75.0,1028.0,993.0,9385.0,147.0,324.0,529.0,1308.0,796.0,227.0,231.0,264.0,1302.0,366.0,980.0,935.0,46.0,1573.0,2078.0,524.0,171.0,1.0,864.0,68149.0
2021-01-14,157.0,18.0,857.0,396.0,842.0,182.0,687.0,999.0,1022.0,590.0,75.0,1031.0,993.0,9414.0,147.0,324.0,529.0,1308.0,901.0,227.0,231.0,266.0,1303.0,366.0,980.0,935.0,46.0,1581.0,2081.0,524.0,171.0,1.0,864.0,68149.0
2021-01-15,157.0,18.0,858.0,396.0,843.0,182.0,688.0,999.0,1022.0,590.0,75.0,1074.0,993.0,9452.0,147.0,324.0,529.0,1309.0,941.0,227.0,231.0,266.0,1303.0,366.0,980.0,935.0,46.0,1583.0,2084.0,526.0,171.0,1.0,864.0,68149.0
2021-01-16,160.0,18.0,860.0,396.0,850.0,182.0,688.0,1001.0,1023.0,591.0,75.0,1097.0,993.0,9502.0,147.0,327.0,529.0,1309.0,1063.0,227.0,231.0,266.0,1303.0,366.0,980.0,935.0,46.0,1590.0,2084.0,527.0,171.0,1.0,864.0,68149.0
2021-01-17,174.0,18.0,862.0,396.0,855.0,182.0,688.0,1003.0,1024.0,591.0,75.0,1109.0,993.0,9557.0,147.0,328.0,531.0,1309.0,1132.0,227.0,231.0,266.0,1303.0,366.0,980.0,935.0,46.0,1594.0,2086.0,528.0,171.0,1.0,865.0,68149.0
2021-01-18,197.0,18.0,863.0,396.0,862.0,182.0,688.0,1006.0,1026.0,591.0,75.0,1116.0,993.0,9664.0,147.0,329.0,532.0,1311.0,1171.0,227.0,231.0,266.0,1303.0,366.0,980.0,935.0,46.0,1598.0,2087.0,530.0,171.0,1.0,865.0,68149.0
2021-01-19,240.0,18.0,863.0,396.0,868.0,182.0,688.0,1007.0,1026.0,591.0,75.0,1143.0,993.0,9720.0,147.0,329.0,532.0,1314.0,1198.0,228.0,231.0,266.0,1303.0,366.0,980.0,935.0,46.0,1602.0,2090.0,531.0,171.0,1.0,865.0,68149.0
2021-01-20,290.0,18.0,865.0,396.0,870.0,182.0,688.0,1014.0,1026.0,591.0,75.0,1159.0,993.0,9797.0,147.0,330.0,533.0,1316.0,1222.0,228.0,231.0,266.0,1303.0,366.0,980.0,935.0,46.0,1606.0,2093.0,533.0,171.0,1.0,865.0,68149.0
2021-01-21,329.0,18.0,865.0,396.0,872.0,182.0,688.0,1017.0,1026.0,591.0,75.0,1227.0,993.0,9867.0,147.0,335.0,533.0,1316.0,1245.0,230.0,231.0,267.0,1303.0,366.0,980.0,935.0,46.0,1618.0,2094.0,533.0,171.0,1.0,866.0,68150.0
2021-01-22,342.0,18.0,865.0,396.0,881.0,182.0,688.0,1020.0,1026.0,591.0,75.0,1274.0,994.0,9928.0,147.0,335.0,534.0,1316.0,1252.0,231.0,231.0,267.0,1303.0,366.0,980.0,935.0,47.0,1624.0,2098.0,533.0,171.0,1.0,866.0,68150.0
